timestamp,visitorid,event,itemid,transactionid
1761442042474,81,transaction,1031,tx_32714
1759831874474,18,view,1102,
1761524191474,87,view,1013,
1764286839474,10,view,1122,
1764528178474,44,view,1175,
1759887084474,17,addtocart,1167,
1763841702474,64,addtocart,1036,
1765154128474,52,transaction,1182,tx_56250
1760321080474,2,view,1017,
1761258279474,82,view,1099,
1760618332474,55,view,1194,
1762046653474,87,addtocart,1062,
1762624107474,7,view,1137,
1765431834474,5,addtocart,1184,
1759884388474,75,view,1116,
1764081571474,57,view,1181,
1763440037474,81,view,1027,
1765131903474,51,addtocart,1030,
1765277202474,7,view,1166,
1762029468474,15,view,1020,
1758622834474,84,transaction,1005,tx_62402
1760844634474,60,view,1093,
1761497429474,94,view,1059,
1762814304474,61,addtocart,1156,
1760695329474,66,view,1135,
1765230667474,58,view,1080,
1764424210474,2,view,1093,
1760252875474,83,view,1153,
1758688128474,25,view,1155,
1760663941474,8,view,1064,
1763738961474,5,view,1089,
1759957737474,79,view,1076,
1759083230474,18,view,1184,
1758828073474,11,view,1096,
1759065707474,53,view,1185,
1765503783474,57,addtocart,1173,
1764831175474,87,view,1163,
1765969521474,36,view,1059,
1760460513474,91,view,1052,
1760575296474,48,view,1076,
1759333724474,31,view,1086,
1758632937474,2,addtocart,1135,
1764243520474,85,transaction,1105,tx_89750
1765527935474,93,view,1096,
1760749806474,85,view,1020,
1762217671474,12,view,1092,
1766258897474,25,view,1075,
1761972928474,54,addtocart,1002,
1765835745474,77,view,1168,
1765470629474,21,addtocart,1001,
1760674913474,79,transaction,1113,tx_78385
1761747093474,37,view,1075,
1760086684474,79,addtocart,1170,
1759329891474,85,addtocart,1033,
1765159243474,82,view,1166,
1763321989474,56,transaction,1000,tx_99374
1760036290474,35,addtocart,1122,
1758653898474,4,view,1174,
1765734083474,48,addtocart,1015,
1761568598474,70,view,1117,
1762872858474,51,addtocart,1076,
1760266072474,66,view,1185,
1761058405474,67,view,1086,
1760360193474,49,addtocart,1024,
1761813972474,78,view,1122,
1762837522474,70,addtocart,1056,
1763346176474,54,addtocart,1034,
1760958184474,90,transaction,1097,tx_75600
1760644894474,80,view,1015,
1760467375474,98,addtocart,1174,
1758897220474,12,transaction,1027,tx_88959
1764719399474,17,view,1149,
1763123226474,85,view,1121,
1765472411474,29,view,1197,
1765704959474,8,view,1120,
1762595716474,4,view,1009,
1761465245474,46,addtocart,1151,
1765342755474,22,view,1121,
1758700498474,19,transaction,1158,tx_12178
1762599874474,97,view,1118,
1760528601474,52,view,1030,
1764323615474,67,addtocart,1096,
1759407485474,4,view,1125,
1760718948474,36,view,1048,
1764246706474,89,view,1086,
1763015047474,6,addtocart,1029,
1761215131474,49,addtocart,1040,
1766018856474,19,view,1149,
1760037796474,47,view,1174,
1765403153474,53,view,1031,
1765992410474,51,view,1145,
1764588159474,20,view,1099,
1763097095474,75,view,1082,
1762379161474,11,transaction,1157,tx_29485
1764387155474,46,addtocart,1068,
1759379800474,1,addtocart,1158,
1760212828474,53,addtocart,1055,
1764257887474,56,view,1052,
1763011556474,21,view,1162,
1765760391474,61,addtocart,1171,
1758990580474,10,view,1135,
1761712870474,35,view,1022,
1760474176474,97,view,1043,
1766258032474,87,view,1105,
1762897631474,41,view,1050,
1763087153474,43,addtocart,1100,
1758775064474,54,view,1032,
1760175498474,48,view,1094,
1758877917474,68,view,1066,
1765021359474,52,addtocart,1135,
1763628062474,28,view,1068,
1762706461474,24,view,1183,
1758822593474,68,view,1158,
1759479062474,30,addtocart,1128,
1765076137474,87,view,1094,
1765026207474,95,view,1118,
1758553312474,18,view,1111,
1762913108474,11,view,1002,
1759381027474,84,view,1185,
1764173268474,46,view,1061,
1765259056474,34,view,1064,
1759779288474,64,view,1134,
1760714141474,75,view,1088,
1758557051474,2,view,1166,
1762211193474,2,view,1113,
1763349411474,100,view,1193,
1766254355474,76,view,1080,
1765005606474,26,view,1069,
1762934196474,37,addtocart,1153,
1760194108474,13,view,1161,
1765370665474,39,view,1159,
1764341450474,33,view,1020,
1759560817474,92,addtocart,1165,
1760778898474,74,view,1092,
1766133680474,71,view,1099,
1762962283474,42,view,1091,
1763557049474,30,view,1169,
1761923132474,48,addtocart,1132,
1762259057474,47,view,1149,
1761243822474,73,transaction,1158,tx_41782
1764396681474,21,view,1005,
1759342267474,42,view,1184,
1758773925474,35,view,1046,
1760875091474,87,view,1182,
1765566643474,52,view,1056,
1761732685474,24,view,1065,
1766113996474,28,view,1175,
1759732779474,93,view,1009,
1765204069474,79,view,1027,
1764328853474,50,addtocart,1043,
1760405405474,84,view,1032,
1761325422474,87,addtocart,1023,
1765854599474,43,view,1067,
1766005673474,13,view,1125,
1761637883474,62,view,1109,
1763638867474,38,view,1076,
1763452226474,6,view,1134,
1758772950474,77,view,1037,
1765928795474,57,view,1040,
1758812493474,82,view,1135,
1765549628474,54,view,1028,
1762376852474,56,view,1168,
1766097157474,8,view,1078,
1763435026474,76,view,1129,
1764498094474,51,view,1147,
1764957523474,8,view,1048,
1762293083474,55,view,1010,
1759514291474,8,view,1179,
1762046811474,13,view,1004,
1761725266474,78,view,1016,
1758767156474,85,view,1116,
1764493166474,20,view,1106,
1764775139474,95,view,1148,
1763335846474,66,addtocart,1033,
1762217663474,13,transaction,1033,tx_38432
1763785661474,2,addtocart,1068,
1761127143474,89,view,1170,
1762273359474,25,view,1023,
1762786487474,80,view,1059,
1761034728474,9,view,1090,
1761961899474,39,view,1041,
1764185939474,42,view,1146,
1763247366474,96,addtocart,1057,
1763853521474,46,transaction,1171,tx_89172
1759614573474,27,view,1156,
1763092116474,62,view,1050,
1762989272474,10,view,1031,
1761245063474,65,view,1110,
1763684529474,60,view,1104,
1765283896474,67,view,1176,
1766141906474,28,addtocart,1126,
1762563772474,21,view,1157,
1764063910474,67,view,1113,
1765601199474,1,view,1049,
1766217577474,56,view,1024,
1764449593474,31,transaction,1123,tx_42281
1759632050474,64,view,1103,
1764950408474,92,view,1080,
1762343515474,31,addtocart,1128,
1758537372474,55,view,1083,
1764082489474,29,view,1066,
1758681575474,100,view,1085,
1761994444474,22,view,1087,
1760578544474,39,view,1079,
1761407750474,1,view,1003,
1762301046474,7,view,1150,
1763540448474,50,view,1199,
1761366500474,97,view,1082,
1763803124474,27,view,1179,
1762496744474,49,view,1026,
1762270373474,88,view,1084,
1759940561474,47,view,1097,
1763215390474,11,view,1157,
1762671488474,9,view,1101,
1762332965474,53,view,1155,
1759996090474,26,view,1056,
1761805148474,35,addtocart,1140,
1765047269474,20,view,1063,
1761804258474,16,view,1149,
1762331104474,6,view,1080,
1765722491474,78,view,1199,
1765057596474,34,view,1129,
1761602986474,3,transaction,1144,tx_17101
1765417390474,38,addtocart,1063,
1760290245474,92,addtocart,1148,
1758489251474,66,addtocart,1029,
1764007192474,25,addtocart,1034,
1759539976474,66,view,1164,
1763519168474,9,view,1171,
1765331049474,92,view,1019,
1765461119474,56,view,1119,
1759314554474,21,view,1163,
1764713678474,88,view,1157,
1760437035474,71,view,1094,
1761031023474,94,addtocart,1035,
1763581136474,42,view,1065,
1765858238474,27,view,1195,
1762969149474,100,view,1061,
1759326647474,31,view,1140,
1760409483474,29,view,1105,
1760083904474,51,addtocart,1095,
1763982935474,20,view,1073,
1760899312474,62,view,1110,
1759547624474,1,view,1085,
1764303870474,90,view,1011,
1761713564474,42,view,1187,
1764702244474,50,view,1146,
1761129825474,72,view,1113,
1762379390474,26,view,1106,
1760940193474,58,view,1002,
1762414569474,14,view,1124,
1762146663474,99,view,1197,
1764261255474,94,view,1054,
1763473520474,81,view,1199,
1763865212474,76,view,1095,
1760896304474,59,view,1130,
1758853021474,68,addtocart,1089,
1760918636474,1,transaction,1182,tx_34846
1761043259474,3,addtocart,1071,
1765635280474,5,addtocart,1100,
1762031672474,38,addtocart,1088,
1764513015474,85,view,1180,
1764298034474,32,view,1043,
1759200570474,36,view,1067,
1761158302474,26,addtocart,1157,
1760662212474,2,addtocart,1045,
1762546268474,83,view,1090,
1759435979474,4,view,1022,
1759007614474,38,view,1008,
1762775759474,33,view,1160,
1761814834474,49,view,1164,
1764427975474,8,view,1065,
1759092570474,85,view,1025,
1761953177474,67,addtocart,1192,
1764818978474,72,view,1130,
1766163438474,97,view,1168,
1762720703474,54,transaction,1188,tx_95028
1762441384474,60,view,1184,
1759127397474,22,view,1152,
1758821429474,92,view,1071,
1765825678474,94,view,1086,
1761738075474,41,view,1199,
1759400903474,10,view,1192,
1764725747474,42,view,1055,
1761153667474,86,view,1028,
1761521041474,3,view,1140,
1765186486474,2,view,1028,
1760171433474,40,view,1107,
1763237773474,16,view,1052,
1759320861474,90,view,1060,
1762557203474,3,addtocart,1177,
1765142069474,90,view,1078,
1760872392474,65,addtocart,1007,
1758992684474,85,view,1078,
1761757339474,21,view,1196,
1758921850474,21,view,1012,
1758627679474,70,addtocart,1178,
1762780453474,76,view,1092,
1765517987474,88,addtocart,1143,
1763260975474,4,view,1127,
1764197255474,60,view,1020,
1761025845474,95,view,1121,
1764171527474,9,view,1142,
1761178882474,37,view,1066,
1762693690474,40,addtocart,1164,
1759994839474,32,view,1018,
1761718213474,88,view,1163,
1762801044474,2,view,1151,
1762863910474,46,view,1182,
1760554650474,34,view,1190,
1759481688474,91,view,1061,
1760022057474,47,view,1175,
1763681675474,66,view,1132,
1763223254474,71,view,1001,
1765982347474,96,view,1089,
1760782870474,69,view,1043,
1763501576474,64,view,1070,
1765283486474,3,view,1105,
1761501944474,77,view,1139,
1762331461474,90,view,1110,
1764350323474,44,view,1191,
1766232505474,13,view,1083,
1758601795474,76,addtocart,1083,
1758883005474,24,view,1111,
1759694523474,74,view,1070,
1759266067474,84,view,1005,
1759126429474,68,view,1045,
1758647806474,1,view,1142,
1761907780474,79,view,1074,
1758598458474,54,addtocart,1092,
1762000259474,24,view,1158,
1761178590474,91,view,1078,
1762082582474,18,view,1081,
1762619664474,47,view,1043,
1760008421474,81,view,1045,
1762179265474,88,view,1078,
1764648243474,48,view,1097,
1761910787474,38,transaction,1159,tx_11983
1763696439474,85,view,1076,
1766096426474,71,view,1010,
1765731277474,28,view,1162,
1760984630474,38,view,1192,
1765591377474,46,addtocart,1171,
1763598105474,76,view,1021,
1764846192474,90,addtocart,1016,
1762635908474,58,view,1157,
1762307576474,35,view,1016,
1764610328474,7,view,1173,
1763687911474,9,view,1116,
1759860780474,21,view,1026,
1761095359474,51,view,1016,
1759509679474,60,view,1031,
1759996732474,45,view,1185,
1759970527474,56,view,1194,
1759519736474,8,view,1160,
1758656524474,73,addtocart,1181,
1764915253474,31,view,1031,
1763872509474,96,view,1134,
1763407808474,72,view,1033,
1763030545474,53,view,1046,
1764062567474,91,view,1137,
1761734787474,82,view,1161,
1765178060474,21,addtocart,1081,
1764202396474,41,view,1141,
1765040539474,53,view,1170,
1763756015474,64,view,1159,
1762739836474,48,addtocart,1113,
1763477401474,63,view,1056,
1762752733474,21,view,1060,
1760160035474,80,addtocart,1184,
1765415108474,31,view,1106,
1763213180474,93,view,1137,
1761892154474,24,view,1016,
1759181956474,20,view,1055,
1761512214474,35,view,1119,
1763642243474,48,view,1143,
1763366672474,48,addtocart,1092,
1761990371474,60,view,1177,
1764365150474,15,addtocart,1138,
1765377102474,21,view,1154,
1764792919474,98,view,1122,
1760875904474,1,view,1027,
1764705146474,58,view,1094,
1765843677474,13,addtocart,1082,
1759265007474,27,addtocart,1018,
1762998726474,36,view,1051,
1760397018474,89,view,1021,
1758684622474,30,view,1155,
1762582865474,60,view,1050,
1765611312474,26,view,1146,
1761128829474,92,addtocart,1176,
1765655336474,38,view,1157,
1766097960474,45,view,1022,
1761424691474,6,view,1038,
1759482622474,36,transaction,1182,tx_92755
1760457566474,94,view,1148,
1764837173474,42,view,1163,
1763379959474,38,view,1001,
1764347296474,7,addtocart,1026,
1764083758474,25,addtocart,1110,
1761302994474,52,view,1189,
1761436477474,100,view,1104,
1764233597474,77,view,1053,
1759446795474,75,view,1093,
1765907207474,70,view,1196,
1764670841474,94,view,1165,
1758838851474,98,view,1164,
1764095928474,27,view,1181,
1759484580474,100,view,1134,
1762064509474,6,view,1064,
1765541844474,53,view,1109,
1758878354474,21,view,1142,
1763293984474,93,addtocart,1051,
1765911077474,55,view,1152,
1759922413474,92,view,1175,
1764924847474,31,view,1111,
1761730159474,2,view,1151,
1759258322474,8,view,1049,
1759548201474,56,view,1183,
1761898292474,91,view,1151,
1760139348474,90,addtocart,1183,
1759681686474,27,view,1193,
1762533069474,78,addtocart,1091,
1761258769474,93,addtocart,1102,
1764625741474,86,view,1186,
1765905500474,17,view,1181,
1760658864474,6,view,1157,
1765656331474,52,view,1002,
1760348607474,38,addtocart,1087,
1759624059474,82,view,1199,
1765037038474,95,view,1195,
1759437169474,61,view,1031,
1760942907474,56,view,1095,
1761275843474,98,view,1053,
1760232339474,92,view,1155,
1764351075474,16,view,1026,
1764888288474,66,view,1126,
1766058635474,75,view,1120,
1760670080474,53,view,1036,
1764815261474,78,view,1028,
1762980587474,59,view,1130,
1759704893474,47,addtocart,1172,
1759494749474,50,view,1085,
1759386837474,76,view,1170,
1758941238474,13,view,1006,
1763499970474,18,view,1194,
1762618683474,34,view,1055,
1766038050474,39,view,1069,
1763151725474,93,addtocart,1140,
1759135715474,41,addtocart,1198,
1762484777474,90,view,1086,
1762394107474,79,addtocart,1038,
1763323304474,88,view,1047,
1760847330474,18,view,1156,
1765388352474,43,view,1172,
1761138296474,57,view,1156,
1764544872474,32,addtocart,1098,
1765332296474,67,view,1035,
1765160660474,38,view,1072,
1760878008474,94,view,1189,
1761408899474,24,view,1017,
1764503052474,55,addtocart,1008,
1765103652474,46,view,1013,
1759711938474,96,view,1190,
1759955890474,95,view,1008,
1766152553474,25,view,1119,
1759163038474,75,view,1113,
1765743911474,14,view,1042,
1764506543474,57,view,1178,
1760329260474,38,view,1153,
1759923939474,89,view,1095,
1761580877474,21,view,1140,
1760325710474,14,addtocart,1095,
1760084199474,84,view,1169,
1759508193474,84,view,1078,
1758755556474,45,view,1026,
1763815868474,2,view,1052,
1759049094474,47,view,1119,
1765832886474,40,view,1189,
1758569807474,27,view,1175,
1761143841474,89,view,1039,
1760613870474,66,view,1078,
1759300776474,41,transaction,1010,tx_57800
1763503846474,23,view,1011,
1760926718474,7,view,1075,
1763265487474,52,view,1104,
1759983378474,45,view,1176,
1758574015474,22,view,1125,
1760771169474,69,view,1140,
1759554389474,46,view,1081,
1762001156474,35,transaction,1000,tx_20568
1760530738474,36,view,1019,
1763971117474,81,view,1084,
1765533811474,55,view,1118,
1764725899474,70,view,1013,
1763266106474,33,view,1031,
1760725321474,56,view,1017,
1762203720474,72,view,1034,
1765986121474,96,view,1155,
1763896548474,30,view,1145,
1763837593474,92,view,1045,
1759297136474,38,view,1060,
1758919151474,42,view,1189,
1761660724474,12,view,1144,
1765051130474,28,addtocart,1163,
1762529747474,3,view,1095,
1764559472474,85,view,1179,
1761145645474,73,view,1071,
1759256909474,17,view,1118,
1762286998474,88,addtocart,1125,
1765160144474,90,addtocart,1095,
1762554685474,33,view,1034,
1761277882474,78,view,1035,
1763362840474,28,view,1011,
1760174880474,81,view,1156,
1762392427474,32,view,1089,
1759214495474,90,transaction,1050,tx_11741
1761506769474,72,view,1000,
1762933928474,99,view,1002,
1764091486474,65,view,1060,
1759271407474,47,view,1174,
1763872550474,25,view,1138,
1759661144474,35,view,1129,
1760212364474,11,view,1030,
1764772259474,77,addtocart,1011,
1758872561474,7,view,1197,
1760362946474,94,view,1170,
1759039795474,41,view,1164,
1758793856474,87,view,1141,
1764643029474,88,view,1002,
1764085955474,92,view,1125,
1761052260474,43,view,1016,
1758642304474,32,view,1068,
1762538630474,38,addtocart,1097,
1758874253474,70,view,1093,
1763847844474,100,addtocart,1129,
1762932988474,32,view,1179,
1763635310474,26,view,1194,
1762069640474,64,view,1112,
1759620067474,75,view,1162,
1761523964474,1,view,1022,
1764829915474,96,view,1098,
1765865791474,7,view,1156,
1765936768474,38,view,1006,
1761040487474,39,addtocart,1150,
1760225212474,93,addtocart,1116,
1764244487474,48,addtocart,1053,
1765197944474,65,view,1044,
1761521141474,27,view,1136,
1763048798474,6,view,1168,
1762883604474,9,view,1112,
1763809473474,7,addtocart,1001,
1761241388474,72,view,1113,
1761864396474,28,view,1016,
1764467926474,79,view,1126,
1765579660474,9,view,1057,
1762312660474,87,view,1156,
1762065982474,84,view,1159,
1760864392474,6,view,1078,
1760773388474,3,view,1074,
1764562544474,40,view,1109,
1763040835474,10,view,1172,
1760411564474,16,view,1078,
1759640717474,28,view,1184,
1764728251474,54,addtocart,1066,
1761017456474,98,view,1128,
1764896989474,34,view,1027,
1763385431474,60,view,1182,
1761861118474,79,view,1087,
1761262083474,45,view,1034,
1764226930474,82,view,1133,
1760778877474,83,view,1149,
1762940459474,100,view,1094,
1762543089474,77,view,1108,
1761022480474,11,view,1144,
1764447259474,99,view,1080,
1764752748474,94,view,1106,
1763474344474,19,view,1020,
1763759591474,96,transaction,1139,tx_52460
1765180435474,41,view,1124,
1762638726474,58,view,1156,
1765568747474,52,view,1107,
1761398164474,18,view,1137,
1765578410474,51,addtocart,1099,
1759695806474,89,view,1159,
1760235536474,76,view,1050,
1765620032474,50,view,1124,
1763157031474,94,addtocart,1027,
1761091173474,32,view,1194,
1765297378474,97,view,1044,
1764372442474,50,transaction,1108,tx_71531
1760164318474,3,view,1108,
1763482143474,88,view,1172,
1760893196474,72,view,1065,
1764226485474,82,view,1143,
1765296620474,36,view,1146,
1762767414474,83,view,1117,
1760905960474,11,view,1135,
1760275788474,5,view,1171,
1764059754474,32,view,1030,
1764575684474,33,addtocart,1019,
1759744678474,30,view,1175,
1765808669474,3,view,1192,
1761832417474,98,view,1193,
1759312006474,15,view,1151,
1764913741474,84,transaction,1006,tx_69510
1761158880474,89,view,1075,
1758980856474,81,view,1046,
1763256251474,10,view,1010,
1760799154474,90,view,1182,
1762163082474,96,view,1090,
1761129075474,56,view,1057,
1765627340474,27,view,1049,
1759250558474,84,view,1031,
1759986487474,98,view,1182,
1761042481474,62,view,1009,
1759030731474,3,view,1017,
1758991548474,50,addtocart,1004,
1763154340474,13,view,1109,
1760086435474,49,view,1193,
1763473062474,16,addtocart,1195,
1763243737474,82,view,1143,
1758780433474,24,view,1179,
1758980273474,87,view,1153,
1761366069474,30,view,1112,
1763433203474,51,view,1158,
1762688390474,6,view,1081,
1763357661474,98,view,1047,
1760686841474,47,addtocart,1051,
1759383894474,51,view,1147,
1759584430474,25,view,1107,
1758964745474,56,view,1181,
1758517428474,6,view,1032,
1758594108474,27,view,1138,
1765990461474,92,view,1009,
1758781561474,42,view,1184,
1761876902474,8,view,1074,
1763701047474,4,view,1144,
1759254605474,99,transaction,1182,tx_67554
1763226797474,85,addtocart,1131,
1760917242474,71,view,1125,
1759806598474,5,view,1037,
1759794392474,39,view,1071,
1758910435474,56,view,1120,
1765211085474,63,addtocart,1074,
1764552963474,42,view,1103,
1759614671474,78,view,1179,
1760374016474,96,view,1087,
1761785283474,66,view,1123,
1761583923474,89,view,1033,
1764768376474,54,addtocart,1067,
1761823892474,73,view,1108,
1764528296474,96,view,1149,
1761023516474,99,view,1199,
1760407547474,25,view,1156,
1762249056474,16,view,1079,
1765496286474,74,addtocart,1166,
1764549256474,5,view,1006,
1761641999474,67,view,1075,
1765226123474,99,view,1033,
1765593853474,80,view,1079,
1762021939474,21,addtocart,1034,
1759032804474,60,view,1163,
1760596814474,91,addtocart,1024,
1765154814474,11,view,1186,
1758945358474,24,view,1119,
1758863784474,66,view,1007,
1762603296474,86,view,1012,
1765880802474,90,view,1063,
1765588188474,100,view,1006,
1760912244474,77,addtocart,1199,
1764656430474,4,view,1137,
1759597104474,100,view,1051,
1763390171474,97,view,1078,
1765603147474,66,view,1080,
1759744431474,55,view,1140,
1759977242474,30,view,1144,
1759195893474,93,view,1132,
1763824701474,83,view,1032,
1761489106474,67,view,1165,
1763923987474,59,view,1188,
1763847641474,69,transaction,1030,tx_31436
1759024929474,58,view,1128,
1764739572474,7,view,1044,
1762027848474,44,addtocart,1185,
1762797638474,100,view,1097,
1759366828474,14,view,1110,
1765850580474,37,view,1183,
1765060611474,100,view,1194,
1762750997474,34,view,1023,
1763000699474,71,view,1086,
1761763207474,29,view,1035,
1760668621474,36,view,1145,
1761811845474,65,transaction,1134,tx_67271
1766198401474,22,view,1190,
1759708812474,11,view,1108,
1759791701474,65,transaction,1045,tx_11968
1761201759474,37,view,1090,
1763711042474,38,view,1094,
1759267191474,49,addtocart,1097,
1763730710474,22,view,1087,
1761275230474,36,view,1140,
1762590738474,91,view,1002,
1762510461474,69,addtocart,1166,
1761401713474,26,view,1194,
1762872689474,75,view,1096,
1758796681474,6,view,1085,
1758993298474,74,view,1040,
1765544120474,12,transaction,1050,tx_87536
1761071047474,56,view,1062,
1758715405474,53,view,1153,
1758611355474,3,view,1192,
1760942831474,50,view,1126,
1762874793474,82,view,1185,
1760949695474,54,view,1160,
1761693632474,60,view,1032,
1759051627474,38,addtocart,1079,
1760772156474,79,addtocart,1001,
1763028007474,46,view,1068,
1762702406474,87,view,1111,
1765063698474,9,view,1096,
1763409544474,14,view,1085,
1762219835474,49,view,1019,
1759490005474,48,view,1008,
1763483818474,51,addtocart,1051,
1765430491474,66,view,1125,
1763752158474,90,view,1102,
1764783044474,4,view,1135,
1765317467474,85,view,1081,
1764612264474,33,addtocart,1102,
1760355009474,45,view,1152,
1766101566474,39,addtocart,1171,
1765100192474,56,view,1084,
1763388153474,22,view,1029,
1761454968474,21,view,1091,
1763801435474,28,view,1142,
1764761353474,75,addtocart,1067,
1762494024474,79,transaction,1159,tx_47423
1759583365474,23,view,1144,
1762266721474,89,view,1048,
1762076828474,92,view,1053,
1758791332474,47,transaction,1188,tx_72605
1759250820474,60,view,1179,
1760464621474,70,view,1166,
1764605145474,99,view,1086,
1765087484474,84,view,1154,
1762144526474,16,view,1088,
1762563268474,81,view,1133,
1765661518474,80,view,1135,
1764221077474,4,view,1071,
1758576814474,44,view,1017,
1764047058474,83,view,1029,
1764676212474,89,view,1136,
1763153285474,38,view,1057,
1762072204474,33,view,1119,
1762768814474,74,view,1019,
1763215048474,21,view,1004,
1762548652474,55,view,1101,
1760606181474,17,view,1106,
1761698358474,5,view,1038,
1765406962474,48,view,1139,
1761888350474,39,view,1198,
1759271736474,80,view,1067,
1763505597474,89,view,1100,
1760069442474,64,view,1012,
1762077302474,48,view,1064,
1761850382474,23,addtocart,1184,
1761332374474,99,view,1031,
1758951373474,95,view,1036,
1762775535474,79,view,1137,
1758866762474,3,view,1093,
1764301433474,100,addtocart,1145,
1761717555474,34,view,1119,
1760729593474,88,addtocart,1154,
1760451752474,96,view,1151,
1765177856474,88,view,1142,
1764960095474,22,view,1012,
1765450921474,75,view,1085,
1764101735474,72,view,1186,
1765140031474,7,view,1146,
1764571697474,80,view,1161,
1760333850474,45,view,1162,
1764135576474,60,addtocart,1054,
1765388260474,65,view,1102,
1764460954474,44,view,1085,
1759079113474,14,transaction,1027,tx_89332
1760741562474,4,view,1090,
1760146269474,66,view,1189,
1765280437474,72,addtocart,1039,
1765561296474,19,view,1051,
1763399538474,34,view,1185,
1762739191474,69,view,1112,
1764515928474,81,view,1168,
1765371622474,20,view,1173,
1762852116474,81,view,1198,
1765694113474,14,view,1026,
1759184060474,72,view,1056,
1765983125474,93,view,1099,
1760510003474,24,view,1059,
1759208638474,1,addtocart,1108,
1763963138474,54,view,1154,
1760983486474,70,view,1113,
1762629459474,38,view,1117,
1763677053474,21,addtocart,1040,
1762664738474,43,addtocart,1198,
1763318474474,87,view,1176,
1764154114474,87,view,1045,
1764707587474,19,view,1020,
1763096209474,27,view,1096,
1762450315474,92,view,1084,
1759903240474,18,view,1021,
1762968950474,68,view,1182,
1764834108474,43,view,1023,
1761772124474,10,view,1043,
1758997837474,34,view,1164,
1759713414474,11,view,1195,
1765764685474,51,view,1097,
1764409860474,55,view,1028,
1761679994474,6,view,1034,
1760576041474,49,view,1199,
1758927228474,81,view,1064,
1758713462474,95,view,1119,
1763927087474,7,view,1172,
1760780299474,39,view,1089,
1763348320474,4,addtocart,1039,
1760577400474,9,view,1048,
1765380547474,52,view,1048,
1765156932474,58,view,1153,
1763141781474,4,addtocart,1163,
1763922454474,48,transaction,1050,tx_15872
1762284002474,33,view,1169,
1764987442474,49,view,1002,
1759369904474,53,view,1005,
1761212156474,56,view,1123,
1764398986474,88,transaction,1142,tx_97839
1762425098474,38,view,1130,
1765618286474,65,addtocart,1138,
1762075079474,55,view,1133,
1759880659474,77,view,1052,
1763699293474,39,view,1026,
1762066040474,44,view,1005,
1760328277474,65,view,1159,
1763456192474,65,transaction,1198,tx_91076
1759374417474,30,view,1083,
1762011212474,40,view,1163,
1762162620474,8,view,1031,
1762355899474,54,view,1078,
1760593272474,32,view,1044,
1760393220474,31,addtocart,1167,
1761519342474,54,view,1050,
1763287789474,49,addtocart,1124,
1765734815474,79,view,1175,
1759001618474,80,view,1130,
1761371080474,66,view,1193,
1758822990474,3,addtocart,1081,
1764909027474,5,view,1138,
1760867253474,66,view,1127,
1764366483474,55,view,1011,
1759104030474,2,view,1067,
1761634720474,78,view,1082,
1761428306474,88,view,1186,
1759768685474,24,view,1117,
1762102300474,61,view,1134,
1765194899474,45,transaction,1086,tx_55794
1763358349474,84,view,1181,
1762855060474,10,view,1163,
1765335207474,55,view,1196,
1763782065474,28,view,1188,
1759043012474,49,addtocart,1146,
1765816181474,13,view,1147,
1764858622474,41,addtocart,1100,
1760255227474,96,view,1101,
1765071933474,96,view,1023,
1760488587474,9,view,1153,
1763475101474,76,view,1129,
1761668790474,80,view,1197,
